,Filters Applied,,,,,,,
,861,Room 43 Woodcock.    The Sloping Floor Although Querky Was A Bit Strange.,,,,,,
,862,28 Goldcrest . The Chairs Were Basic And Out Of Alignment With T V. No Tea Making Facilities Or Frig. The Table Was Unstable ~ A Glass Slipped Off,,,,,,
,863,Our Room Was Tired,,,,,,
,869,We Were In Room 53.  The Bathroom Sink Did Not Drain Properly And Got Backed Up.  I Would Have Preferred An Upper Sheet On The Bed Simply Because Sometimes It Gets Warm And We Would Have Liked A Sheet As Well As The Duvet   ,,,,,,
,871,Plenty Of Space And The Separate Lounge Within The Suite Was Extremely Useful Over The Christmas Break.,,,,,,
,876,The Room (Room 14 I Seem To Remember) Was Great - Comfy Bed  Great Decor  Good Bathroom And Nice Shower (Although That Shower Pump Is Very Noisy!). The Room Was Fairly Clean And Tidy  But There Was Mould In The Window Frames Which Was A Little Off Putting - Obviously Overlooked For A Number Of Weeks!,,,,,,
,881,Fan Was An Issue  Stopped Me Fully Sleeping,,,,,,
,882,We Had To Ask For Toothpaste But This Was Quickly And Efficiently Dealt With For Us So Not A Problem.,,,,,,
,884,Unfortunately There Were No Bathrobes Which I Am Sure You Had Before? And It Took 2 Or 3 Calls To Reception To Answer My Query As To Whether They Were Supplied Or Not! Nobody Seemed To Know Until Housekeeping Arrived At 7.30Pm.,,,,,,
,885,Suite 4 - Could Have Done With Shower And Bath Products In Both The Shower And Bath As We Used Both. Apart From That It Was Lovely!! ,,,,,,
,889, 29. Would Have Liked Shower Gel And Shower Cap. Needed To Be Demonstrated How To Work Hot Water. ,,,,,,
,890,No,,,,,,
,891,Room Number 34 (I Think).  As Mentioned Previously The Wardrobe Would Have Been Fine For Some One Of At Least 6' - 6" But We Found It A Struggle To Hang Things.,,,,,,
,892,Room 53  Our Room Was Very Tastefully Decorated And Comfortable With All The Facilities We Required  We Found It Both Functional And Elegant.,,,,,,
,893,We Loved The Room And The Service Was Excellent  The Fresh Pots Of Tea Were Very Welcome. ,,,,,,
,894,Suite Number 3 We Were Over The Moon To Be Given A Suite. Again Please See Comments. Thank You Again Very Much For The Super Upgrade.,,,,,,
,895,Room 25 - The Room Was Lovely But Due To The Nature Of Old Buildings There Was Quite A Tilt In One Corner Of The Room Which Made Rolling Over In Bed Feel Like You Were Rolling Up Hill.  And You Had To Be Careful How You Placed A Glass For Example On The Bedside Table  As It Could Slide.  It Would Have Been Nice If There Had Been Two Comfortable Chairs In The Room  As Only Having One Meant That One Of Us Had To Lounge On The Bed Instead....... Not So Easy When Trying To Enjoy One Of Your Delicious Teas Or Coffees. But Overall We Enjoyed The Room And These Are Small Points Which If Put Right Would Have Resulted In A Strongly Agreed.  The Bathroom Was Lovely Too.,,,,,,
,896,32 We Noticed A Small Leak In The Bathroom Ceiling,,,,,,
,898,Suite 1. A Minor Issue Was That The Bed Sheet Had Some Dark Marks On It; Unsightly But Not Worth Worrying Anyone About At The Time.,,,,,,
,900,Nice Decor; Tea Delivered Promptly When Ordered. Comfortable Room And Bed. Bathroom Was A Little Odd  And A Few Strange Plumbing Noises.,,,,,,
,901,The Bed Wasn't Very Comfortable - A Bit Lumpy!,,,,,,
,902,Too Hot On Arrival.,,,,,,
,903,Would Like Tea And Coffee Making Facilities In The Room,,,,,,
,905,Lovely Room (Suite 5) But Lacking In Info About Hotel And Area. Was Expecting Hotel Pack With Info On Telephone/Breakfast/General Woodstock Info/Tv Instructions Etc. Also Perhaps Nice To Put Gin Menu In Rooms Seeing As This Is Your Main Selling Point. There Is So Much To Read It Would The Perfect Thing To Leave In Room For Guests To Peruse.,,,,,,
,906,Mentioned Earlier Re Shower.,,,,,,
,908,Please See Earlier Comments,,,,,,
,912,43: Thought We Would Miss Not Having Hot Drink Making In Our Room But The Service Provided Was More Than Adequate,,,,,,
,915,No.,,,,,,
,925,See Item 8. Re Item 11 Below Only A Bar Snack After Sunday Lunch.,,,,,,
,926,As Previously Mentioned - Just Far Too Warm,,,,,,
,927,Suite 4: Some Noise From Staircase Next To Bed (Beyond Fire Exit Door).  Not Deliberate But Because Stairs Not Carpeted. ,,,,,,
,928,Quail ? 32 I Think.
Would Really Like A Separate Shower,,,,,,
,929,For The Price We Paid - No Issues,,,,,,
,930,Room 52  Nothing To Add As Expected... Prepared To A High Standard.,,,,,,
,932,Room 25.  The Curtain Had Obviously Been Pulled Too Strenuously And Had Come Off Its Rail A Little Which Made It A Little Difficult To Pull Accross.  However The Curtain Rails Simply Met And Didn't Cross-Over Which Let A Little Light To Come In. This Would Explain Why The Curtain Had Been Pulled Too Much.,,,,,,
,933,Suite 3
The Decor Of The Room Was Good And It Was Still Nice And Warm Despite Terrible Weather Outside. The Bathroom Was Great (Good Shower And Big Bath) But Limited Toiletries So I Was Glad I Had Brought My Own.,,,,,,
,935,It Was Chilly  The Towel Rail Didn't Work & The Hot Water Supply Wasn't Great,,,,,,
,936,The Sink Leaked. ,,,,,,
,937,Room 28. Total Luxury. Only Slight Niggle Perhaps Some Bubble Bath Or The Like Would Have Been Welcome,,,,,,
,938,Suite 1  We Were Upgraded And It Was Lovely.,,,,,,
,941,Plenty Of Storage Space But Room Very Small,,,,,,
,943,Room 25.  The Lovely Curtains Diin't Meet In The Middle Well As The Curtain Rail Didin't Overlap But Just Butted Together.  Consequently A Previous Person Who Had Stayed In The Room Had Pulled The Curtain So Strongly That It Had Come Off At The End.,,,,,,
,944,Room 55 - A Very Comfortable  Clean Room. The Last Flight Of Stairs Are Just A Bit Scary But We Did Expect That In An Old Building  So Not A Real Problem.,,,,,,
,945,Suite 3 - A Really Lovely Room  Extremely Spacious  With Comfy Bed And Enormous Bath Tub. We Loved It!,,,,,,
,947,Would Have Preferred A Room With 2 Armchairs Or A Sofa,,,,,,
,949,Room 32 - Can I Have It For All  My Stays Please,,,,,,
,951,Lack Of Wifi Access In The Townhouse Was Frustrating ,,,,,,
,952,The Sink In Our Room (No.42) Took Over 30 Minutes To Empty; The Bulb Had Gone On One Of The Bedside Lights.  We Mentioned These Points To Reception When We Checked Out.,,,,,,
,962,25 The Provision Of A Second Comfortable Chair Would Have Made A Lot Of Difference.,,,,,,
,963,Th Provision Of A Second Comfortable Chair Would Have Made A Lot Of Difference.No.25,,,,,,
,964,The Provision Of A Second Comfortable Chair Would Have Made All The Difference.No25,,,,,,
,965,29  Very Comfortable Bed With Loads Of Pillows  Really Liked The Room.,,,,,,
,966,Not A Major Issue  But The Desk Was Not Level On The Floor And Everything I Put On The Desk Slid Onto The Floor  Also The Cupboard Was Difficult To Open Due To The Nob On The Cupboard Was Broken. 
Both Issues Are Not A Major Problem .,,,,,,
,967,Please See My Summary At The Start Of The Questionnaire.,,,,,,
,968,Room 28. Only Comment Some Bubble Bath Would Have Been Welcome,,,,,,
,,,,,,,,
